prioridade,tempo,nome
152224,541,ploughman's-lunch-362
196033,847,bubble-and-squeak-250
73431,442,steak-and-ale-pie-760
92746,512,fish-and-chips-104
36308,287,cottage-pie-683
284219,342,cottage-pie-847
259323,54,poitin-208
260493,314,steak-and-ale-pie-560
27509,177,steak-and-ale-pie-969
273137,347,ploughman's-lunch-459
134800,910,bubble-and-squeak-944
106146,351,fish-and-chips-69
261320,36,steak-and-ale-pie-262
234460,394,bubble-and-squeak-200
207943,250,fish-and-chips-409
166170,301,bubble-and-squeak-719
160599,480,poitin-805
277558,201,bubble-and-squeak-733
146932,375,steak-and-ale-pie-106
14347,381,steak-and-ale-pie-502
262896,34,steak-and-ale-pie-281
75867,582,cottage-pie-361
122626,766,bubble-and-squeak-923
85694,494,poitin-323
113428,724,poitin-960
41661,315,poitin-536
240100,558,poitin-371
50683,16,bubble-and-squeak-450
116069,904,cottage-pie-554
38184,414,fish-and-chips-138
31266,551,steak-and-ale-pie-976
113645,220,bubble-and-squeak-960
83951,45,poitin-684
266102,127,ploughman's-lunch-253
257950,193,fish-and-chips-369
162535,563,fish-and-chips-448
154511,803,fish-and-chips-935
200631,114,steak-and-ale-pie-459
262161,131,fish-and-chips-453
89223,602,bubble-and-squeak-540
33734,619,cottage-pie-248
134780,472,poitin-660
274455,598,fish-and-chips-80
154794,496,poitin-537
170200,246,steak-and-ale-pie-464
259122,127,cottage-pie-195
243071,937,poitin-135
115992,720,bubble-and-squeak-298
111423,899,cottage-pie-415
283467,620,ploughman's-lunch-475
93274,599,steak-and-ale-pie-191
69139,703,poitin-112
199361,608,bubble-and-squeak-529
162586,739,steak-and-ale-pie-506
257924,350,fish-and-chips-860
192076,381,steak-and-ale-pie-845
144802,630,poitin-567
102594,188,poitin-765
105797,411,cottage-pie-687
41029,678,bubble-and-squeak-107
273771,552,bubble-and-squeak-46
97017,188,cottage-pie-306
50112,100,steak-and-ale-pie-843
165754,322,poitin-873
205737,377,ploughman's-lunch-386
116109,658,bubble-and-squeak-754
217342,223,poitin-840
1079,988,steak-and-ale-pie-87
64943,230,ploughman's-lunch-166
72277,847,poitin-414
62142,626,bubble-and-squeak-631
268762,898,ploughman's-lunch-368
266145,727,fish-and-chips-747
79177,219,poitin-411
251842,867,ploughman's-lunch-790
286134,449,bubble-and-squeak-115
25529,429,bubble-and-squeak-721
114406,905,fish-and-chips-802
57371,488,fish-and-chips-712
172940,905,ploughman's-lunch-916
273477,246,ploughman's-lunch-845
208607,212,cottage-pie-79
194476,943,bubble-and-squeak-511
230955,103,ploughman's-lunch-683
179420,215,poitin-892
126008,421,ploughman's-lunch-747
72393,763,fish-and-chips-944
294918,78,cottage-pie-76
261475,76,fish-and-chips-571
81149,853,ploughman's-lunch-854
91710,611,ploughman's-lunch-494
260573,258,fish-and-chips-548
68270,176,ploughman's-lunch-405
259192,375,cottage-pie-131
15328,737,bubble-and-squeak-594
234738,895,ploughman's-lunch-178
145958,913,fish-and-chips-857
225920,561,poitin-388
225508,203,fish-and-chips-989
247169,466,fish-and-chips-934
5693,1000,steak-and-ale-pie-843
147762,512,cottage-pie-317
8653,437,bubble-and-squeak-96
139514,665,poitin-990
63224,678,cottage-pie-359
39753,776,steak-and-ale-pie-723
182112,558,cottage-pie-21
274577,628,poitin-216
265673,148,fish-and-chips-575
212699,469,bubble-and-squeak-902
260666,93,ploughman's-lunch-297
22741,319,steak-and-ale-pie-590
231648,305,bubble-and-squeak-115
102502,17,steak-and-ale-pie-838
65015,701,steak-and-ale-pie-734
180965,213,steak-and-ale-pie-195
262282,592,bubble-and-squeak-162
184603,288,ploughman's-lunch-902
117087,270,fish-and-chips-198
287290,472,cottage-pie-46
119293,108,cottage-pie-51
79271,792,bubble-and-squeak-311
185468,52,bubble-and-squeak-242
55803,959,cottage-pie-605
173850,635,bubble-and-squeak-742
6164,503,steak-and-ale-pie-642
48577,49,fish-and-chips-369
193051,181,bubble-and-squeak-468
108277,137,bubble-and-squeak-828
128629,917,fish-and-chips-46
141110,214,steak-and-ale-pie-175
274963,327,fish-and-chips-684
131254,926,steak-and-ale-pie-728
61836,647,cottage-pie-759
276967,136,fish-and-chips-988
78716,778,bubble-and-squeak-219
155926,439,cottage-pie-808
151222,638,fish-and-chips-302
94771,904,steak-and-ale-pie-823
175273,533,poitin-279
242936,309,ploughman's-lunch-274
201395,634,cottage-pie-120
72398,34,poitin-540
32393,497,poitin-502
204080,673,poitin-610
23114,739,cottage-pie-54
158540,966,bubble-and-squeak-661
125780,711,bubble-and-squeak-505
163609,964,poitin-457
18421,315,poitin-230
240487,130,poitin-689
14279,285,fish-and-chips-614
132809,679,fish-and-chips-168
12994,125,poitin-876
271345,836,cottage-pie-641
70870,684,ploughman's-lunch-250
80361,236,fish-and-chips-361
102587,606,ploughman's-lunch-163
221775,276,fish-and-chips-50
69682,294,steak-and-ale-pie-614
21255,236,bubble-and-squeak-926
290329,859,ploughman's-lunch-208
228690,83,bubble-and-squeak-500
142564,235,ploughman's-lunch-416
194114,428,fish-and-chips-576
174031,577,cottage-pie-964
222997,357,cottage-pie-663
162886,5,ploughman's-lunch-918
34067,600,fish-and-chips-623
242508,811,bubble-and-squeak-658
71040,364,steak-and-ale-pie-859
231608,142,ploughman's-lunch-575
134590,306,bubble-and-squeak-43
18452,399,bubble-and-squeak-854
197108,672,bubble-and-squeak-261
60541,107,poitin-714
243244,634,steak-and-ale-pie-678
17140,174,fish-and-chips-269
170763,76,cottage-pie-145
139813,740,bubble-and-squeak-170
201531,463,bubble-and-squeak-37
27361,764,ploughman's-lunch-722
152475,379,fish-and-chips-399
257985,476,poitin-144
127160,180,poitin-798
26252,483,fish-and-chips-150
124895,512,bubble-and-squeak-996
132090,518,bubble-and-squeak-798
197838,161,bubble-and-squeak-968
78405,205,fish-and-chips-654
292205,447,fish-and-chips-517
90629,90,poitin-128
76289,153,ploughman's-lunch-442
192086,349,steak-and-ale-pie-361
121688,840,cottage-pie-625
162170,109,ploughman's-lunch-354
158149,14,ploughman's-lunch-159
284197,429,poitin-520
178533,994,steak-and-ale-pie-460
282103,769,fish-and-chips-140
226524,922,cottage-pie-335
192082,192,ploughman's-lunch-535
189323,781,fish-and-chips-990
119949,253,poitin-482
90145,96,steak-and-ale-pie-148
89719,489,bubble-and-squeak-431
247287,828,steak-and-ale-pie-126
262149,80,bubble-and-squeak-830
107844,861,cottage-pie-630
284971,640,poitin-985
52360,153,bubble-and-squeak-150
30761,995,bubble-and-squeak-568
21424,488,cottage-pie-53
72511,233,bubble-and-squeak-153
11336,119,bubble-and-squeak-643
119800,8,poitin-990
291469,479,steak-and-ale-pie-240
242929,645,cottage-pie-663
151039,701,poitin-28
213969,378,bubble-and-squeak-230
137058,558,bubble-and-squeak-675
211931,603,poitin-616
278686,398,bubble-and-squeak-887
155301,227,poitin-690
215819,404,ploughman's-lunch-891
19969,497,poitin-710
120258,379,poitin-554
216930,984,cottage-pie-277
151988,893,cottage-pie-906
180626,981,ploughman's-lunch-603
55337,797,cottage-pie-259
205665,650,cottage-pie-409
147878,754,steak-and-ale-pie-482
177229,370,fish-and-chips-98
197729,584,cottage-pie-267
289515,218,poitin-19
131331,875,ploughman's-lunch-499
32319,375,bubble-and-squeak-646
67373,557,bubble-and-squeak-21
20732,204,bubble-and-squeak-143
65930,267,cottage-pie-856
160036,49,poitin-138
38370,759,poitin-568
60748,743,cottage-pie-887
2735,741,poitin-557
139518,482,steak-and-ale-pie-7
261233,363,ploughman's-lunch-55
18502,244,fish-and-chips-760
266552,668,ploughman's-lunch-368
236283,72,bubble-and-squeak-16
222149,739,steak-and-ale-pie-936
276594,752,poitin-724
257801,571,ploughman's-lunch-484
97820,761,fish-and-chips-772
185483,83,cottage-pie-978
239384,409,ploughman's-lunch-729
97592,226,poitin-429
197860,789,steak-and-ale-pie-254
187407,20,fish-and-chips-54
89257,135,fish-and-chips-652
281466,691,fish-and-chips-866
192538,913,ploughman's-lunch-323
13134,70,cottage-pie-497
293034,170,bubble-and-squeak-629
126884,541,ploughman's-lunch-231
112923,295,cottage-pie-939
70369,50,ploughman's-lunch-761
49921,392,bubble-and-squeak-119
98609,730,poitin-72
138757,791,fish-and-chips-968
170159,886,cottage-pie-351
111772,282,cottage-pie-478
230175,665,cottage-pie-531
43141,629,steak-and-ale-pie-758
101961,274,poitin-568
60724,121,cottage-pie-456
190355,903,bubble-and-squeak-550
140644,328,cottage-pie-642
217237,35,ploughman's-lunch-485
137779,370,ploughman's-lunch-651
64601,497,poitin-174
182831,210,steak-and-ale-pie-52
290027,450,bubble-and-squeak-518
142767,53,poitin-23
272904,858,ploughman's-lunch-51
104365,241,fish-and-chips-820
95215,701,bubble-and-squeak-649
186770,129,cottage-pie-146
18465,38,poitin-542
172810,42,cottage-pie-865
247399,919,poitin-569
85593,87,steak-and-ale-pie-561
163951,107,fish-and-chips-398
204412,648,cottage-pie-284
89839,555,ploughman's-lunch-321
253013,81,bubble-and-squeak-776
115745,227,poitin-480
88846,637,bubble-and-squeak-854
18318,697,bubble-and-squeak-329
7475,118,cottage-pie-564
94693,391,ploughman's-lunch-831
123249,37,cottage-pie-441
161611,846,fish-and-chips-870
255550,630,fish-and-chips-740
140762,943,steak-and-ale-pie-545
131057,747,ploughman's-lunch-320
240651,691,cottage-pie-854
296898,569,fish-and-chips-590
118935,996,ploughman's-lunch-490
299140,576,ploughman's-lunch-161
237540,427,ploughman's-lunch-734
248928,827,bubble-and-squeak-186
228944,822,fish-and-chips-937
159081,620,fish-and-chips-582
32130,195,fish-and-chips-687
177722,549,steak-and-ale-pie-658
98700,792,fish-and-chips-901
211691,121,ploughman's-lunch-417
291559,438,steak-and-ale-pie-594
67496,43,bubble-and-squeak-650
147161,140,cottage-pie-687
168330,553,fish-and-chips-549
69437,796,steak-and-ale-pie-698
281528,46,steak-and-ale-pie-109
291702,19,cottage-pie-861
74370,363,steak-and-ale-pie-196
152277,84,poitin-819
22312,99,fish-and-chips-457
75696,400,cottage-pie-740
36474,354,bubble-and-squeak-775
245699,459,steak-and-ale-pie-881
110668,42,bubble-and-squeak-135
212269,688,ploughman's-lunch-464
132168,406,cottage-pie-378
65767,621,cottage-pie-539
11351,390,bubble-and-squeak-39
94254,174,ploughman's-lunch-626
91376,323,ploughman's-lunch-745
36629,310,bubble-and-squeak-660
165618,459,ploughman's-lunch-599
120137,390,poitin-815
79813,807,bubble-and-squeak-626
79043,894,steak-and-ale-pie-383
19587,308,steak-and-ale-pie-512
267802,217,steak-and-ale-pie-880
60692,526,ploughman's-lunch-53
282771,887,cottage-pie-121
296304,521,poitin-609
293458,93,ploughman's-lunch-550
169144,493,bubble-and-squeak-297
45691,988,steak-and-ale-pie-70
135501,849,fish-and-chips-425
291990,61,fish-and-chips-827
22409,935,poitin-426
153870,7,ploughman's-lunch-594
38673,290,steak-and-ale-pie-883
271027,251,cottage-pie-476
173302,834,bubble-and-squeak-696
37074,117,ploughman's-lunch-384
72975,481,cottage-pie-568
74993,249,ploughman's-lunch-987
122836,408,bubble-and-squeak-332
170763,492,fish-and-chips-127
242458,882,poitin-443
14066,942,bubble-and-squeak-637
282246,440,ploughman's-lunch-179
269306,68,fish-and-chips-642
287414,17,steak-and-ale-pie-471
290365,812,cottage-pie-541
145357,961,poitin-558
208414,880,cottage-pie-673
183674,402,steak-and-ale-pie-523
149500,732,bubble-and-squeak-265
85660,966,bubble-and-squeak-846
84220,677,ploughman's-lunch-88
69621,5,ploughman's-lunch-272
88961,342,fish-and-chips-425
145357,194,cottage-pie-953
211171,154,bubble-and-squeak-585
26382,14,bubble-and-squeak-546
115946,603,bubble-and-squeak-399
81369,420,steak-and-ale-pie-953
184885,332,fish-and-chips-586
21769,639,poitin-845
56057,551,fish-and-chips-656
231670,943,fish-and-chips-481
109650,602,bubble-and-squeak-800
63288,504,ploughman's-lunch-336
127858,129,ploughman's-lunch-293
271847,42,poitin-741
225648,879,steak-and-ale-pie-547
286797,203,steak-and-ale-pie-721
35622,218,bubble-and-squeak-589
250328,452,poitin-843
238970,332,steak-and-ale-pie-358
133975,201,poitin-36
214759,504,fish-and-chips-816
116991,366,fish-and-chips-65
79124,234,cottage-pie-761
291981,854,bubble-and-squeak-354
259533,899,steak-and-ale-pie-893
127065,126,bubble-and-squeak-508
267152,914,cottage-pie-548
39807,280,poitin-459
145602,474,steak-and-ale-pie-833
250231,111,cottage-pie-993
128407,274,fish-and-chips-933
215453,611,steak-and-ale-pie-270
212341,668,ploughman's-lunch-691
152038,538,ploughman's-lunch-410
149987,569,bubble-and-squeak-713
230653,296,ploughman's-lunch-186
73277,627,ploughman's-lunch-237
286794,745,bubble-and-squeak-642
189693,632,fish-and-chips-50
271132,300,ploughman's-lunch-327
264992,207,poitin-891
204453,563,cottage-pie-242
184794,533,cottage-pie-367
249228,562,steak-and-ale-pie-669
165247,221,bubble-and-squeak-430
223361,19,cottage-pie-111
116753,327,bubble-and-squeak-496
24127,892,fish-and-chips-682
167497,30,ploughman's-lunch-890
298727,821,cottage-pie-187
183075,392,bubble-and-squeak-689
8568,111,poitin-103
199251,203,ploughman's-lunch-404
95962,794,poitin-39
190769,344,cottage-pie-898
15479,64,poitin-343
234934,125,ploughman's-lunch-778
248519,934,fish-and-chips-449
212239,742,bubble-and-squeak-907
181021,461,poitin-929
59714,37,ploughman's-lunch-512
296281,207,bubble-and-squeak-656
283438,48,fish-and-chips-946
143557,184,cottage-pie-689
184881,935,poitin-368
131624,348,steak-and-ale-pie-385
225137,885,cottage-pie-212
182647,856,bubble-and-squeak-161
238705,97,ploughman's-lunch-929
205197,20,steak-and-ale-pie-191
149139,404,fish-and-chips-133
299690,928,ploughman's-lunch-381
170911,300,cottage-pie-348
39760,194,poitin-988
109860,302,steak-and-ale-pie-772
82276,597,poitin-436
110838,893,cottage-pie-665
62619,42,cottage-pie-849
89517,539,ploughman's-lunch-841
70024,85,ploughman's-lunch-488
150625,433,steak-and-ale-pie-809
153231,87,cottage-pie-550
29596,2,ploughman's-lunch-234
63343,846,ploughman's-lunch-7
179046,830,poitin-261
172668,656,steak-and-ale-pie-967
26948,170,ploughman's-lunch-571
57606,898,steak-and-ale-pie-769
102093,662,steak-and-ale-pie-88
109925,354,poitin-527
103224,634,bubble-and-squeak-731
99019,670,cottage-pie-836
90120,652,poitin-385
118791,596,cottage-pie-625
258152,114,ploughman's-lunch-770
67709,278,ploughman's-lunch-2
58881,630,fish-and-chips-261
207503,169,fish-and-chips-855
134861,873,bubble-and-squeak-637
283798,479,steak-and-ale-pie-142
272728,912,steak-and-ale-pie-473
174390,256,steak-and-ale-pie-333
128159,905,poitin-324
22378,870,steak-and-ale-pie-367
126165,442,ploughman's-lunch-5
42283,986,steak-and-ale-pie-269
132998,31,bubble-and-squeak-496
103264,929,bubble-and-squeak-515
238309,921,ploughman's-lunch-208
265912,16,bubble-and-squeak-795
291773,422,poitin-627
103477,12,cottage-pie-742
95704,577,bubble-and-squeak-764
53623,96,fish-and-chips-316
41551,408,ploughman's-lunch-494
207728,391,bubble-and-squeak-542
163349,668,cottage-pie-544
143484,384,bubble-and-squeak-625
299446,465,fish-and-chips-866
41946,684,steak-and-ale-pie-634
269424,709,ploughman's-lunch-877
296563,905,steak-and-ale-pie-926
89985,741,fish-and-chips-315
87831,602,bubble-and-squeak-654
115499,624,cottage-pie-954
246610,959,fish-and-chips-129
267168,674,poitin-566
98864,322,cottage-pie-486
119178,654,poitin-332
56423,839,cottage-pie-270
251465,445,bubble-and-squeak-439
238198,645,ploughman's-lunch-337
138546,726,poitin-151
282554,427,poitin-118
229785,546,fish-and-chips-323
90308,602,bubble-and-squeak-397
186321,211,fish-and-chips-181
294494,571,cottage-pie-354
259351,463,poitin-402
147396,213,poitin-612
171851,443,ploughman's-lunch-268
5902,734,ploughman's-lunch-911
174220,72,fish-and-chips-91
238019,978,bubble-and-squeak-182
33616,170,bubble-and-squeak-464
152618,151,cottage-pie-578
213820,750,steak-and-ale-pie-449
223989,262,fish-and-chips-33
47538,204,poitin-215
55483,890,ploughman's-lunch-425
91021,878,cottage-pie-2
114099,184,ploughman's-lunch-506
137347,768,fish-and-chips-982
146219,33,bubble-and-squeak-722
44767,40,bubble-and-squeak-546
193231,224,steak-and-ale-pie-107
170597,387,fish-and-chips-637
198601,231,ploughman's-lunch-138
241455,593,fish-and-chips-402
99893,124,fish-and-chips-203
280474,57,steak-and-ale-pie-750
210048,817,fish-and-chips-79
141178,811,fish-and-chips-76
252434,91,poitin-194
261758,978,poitin-541
167954,118,poitin-814
111581,239,poitin-622
199562,504,fish-and-chips-294
25517,932,poitin-975
191740,877,ploughman's-lunch-282
276960,730,ploughman's-lunch-157
73233,839,steak-and-ale-pie-55
257325,671,cottage-pie-109
157509,716,bubble-and-squeak-493
113887,227,bubble-and-squeak-996
165643,865,ploughman's-lunch-183
43324,66,bubble-and-squeak-327
171935,409,ploughman's-lunch-843
239661,797,poitin-493
210778,927,bubble-and-squeak-457
242831,323,steak-and-ale-pie-16
283703,638,ploughman's-lunch-483
7637,777,fish-and-chips-866
108293,561,ploughman's-lunch-642
45422,770,fish-and-chips-915
180324,310,fish-and-chips-174
21570,164,cottage-pie-28
96986,661,fish-and-chips-352
77266,63,cottage-pie-143
75025,354,poitin-98
181699,853,bubble-and-squeak-411
178251,878,cottage-pie-63
19682,88,ploughman's-lunch-187
237850,476,ploughman's-lunch-853
184173,756,cottage-pie-42
186046,872,steak-and-ale-pie-830
211307,325,cottage-pie-496
195777,281,bubble-and-squeak-182
87885,704,cottage-pie-559
170530,813,ploughman's-lunch-844
121252,502,fish-and-chips-358
291340,463,ploughman's-lunch-862
228938,530,ploughman's-lunch-128
154708,935,ploughman's-lunch-599
83625,885,steak-and-ale-pie-349
16480,1000,poitin-947
36434,982,fish-and-chips-438
199952,951,ploughman's-lunch-641
22882,902,steak-and-ale-pie-190
295334,129,bubble-and-squeak-423
266930,671,ploughman's-lunch-154
110827,689,steak-and-ale-pie-256
111678,742,poitin-803
240648,800,cottage-pie-258
96340,367,ploughman's-lunch-206
28394,858,ploughman's-lunch-11
261811,549,fish-and-chips-369
43815,479,steak-and-ale-pie-531
16399,394,fish-and-chips-108
70011,844,poitin-901
253799,615,cottage-pie-585
95290,152,poitin-3
188483,132,bubble-and-squeak-160
33867,622,cottage-pie-181
177634,123,ploughman's-lunch-744
131449,840,fish-and-chips-162
65350,606,bubble-and-squeak-705
204991,367,cottage-pie-468
289976,72,poitin-172
87629,147,cottage-pie-404
38632,538,cottage-pie-830
267332,532,bubble-and-squeak-507
57125,161,ploughman's-lunch-978
5739,271,bubble-and-squeak-355
53261,433,bubble-and-squeak-722
284441,983,fish-and-chips-525
140400,847,ploughman's-lunch-801
207683,357,ploughman's-lunch-22
164775,96,poitin-867
179041,759,bubble-and-squeak-42
258451,443,poitin-376
267227,57,poitin-374
236248,469,ploughman's-lunch-476
13809,309,steak-and-ale-pie-918
29533,791,steak-and-ale-pie-399
141702,1,ploughman's-lunch-245
100288,510,steak-and-ale-pie-912
144261,384,ploughman's-lunch-134
269567,249,bubble-and-squeak-219
96340,849,steak-and-ale-pie-111
747,338,steak-and-ale-pie-239
197276,925,fish-and-chips-988
31185,251,bubble-and-squeak-993
20103,290,poitin-150
8319,682,ploughman's-lunch-248
14808,223,fish-and-chips-983
32245,412,cottage-pie-316
269473,264,fish-and-chips-425
255236,933,cottage-pie-203
77375,365,steak-and-ale-pie-913
99188,540,bubble-and-squeak-97
291674,577,fish-and-chips-859
287497,556,ploughman's-lunch-67
128656,34,ploughman's-lunch-835
115009,927,ploughman's-lunch-473
241554,418,ploughman's-lunch-848
29365,882,poitin-394
102930,436,cottage-pie-739
26957,194,steak-and-ale-pie-21
175283,400,poitin-704
143597,267,bubble-and-squeak-349
216362,507,steak-and-ale-pie-891
120980,504,fish-and-chips-681
281070,972,poitin-561
227612,61,bubble-and-squeak-944
190218,726,ploughman's-lunch-577
35876,331,poitin-93
38350,725,fish-and-chips-541
109825,850,ploughman's-lunch-497
101502,563,poitin-10
190768,295,steak-and-ale-pie-658
231141,766,ploughman's-lunch-136
233904,572,bubble-and-squeak-558
284126,279,steak-and-ale-pie-866
89193,81,ploughman's-lunch-441
127854,597,bubble-and-squeak-803
79430,573,poitin-78
165309,910,cottage-pie-473
234961,45,fish-and-chips-353
247070,629,cottage-pie-949
74194,408,bubble-and-squeak-568
152342,461,fish-and-chips-417
101558,988,steak-and-ale-pie-417
192031,610,ploughman's-lunch-622
76687,977,poitin-519
156581,563,ploughman's-lunch-575
183968,671,poitin-852
221,622,steak-and-ale-pie-953
248819,711,ploughman's-lunch-373
43726,792,fish-and-chips-441
251597,465,cottage-pie-943
191783,739,bubble-and-squeak-215
4439,449,cottage-pie-243
147729,664,steak-and-ale-pie-550
101923,529,cottage-pie-231
208418,91,steak-and-ale-pie-553
255618,42,bubble-and-squeak-430
262124,256,poitin-778
33098,287,poitin-814
117434,704,ploughman's-lunch-871
36089,375,steak-and-ale-pie-32
40366,904,bubble-and-squeak-9
117879,370,cottage-pie-934
129429,949,cottage-pie-328
127218,689,poitin-637
274576,926,bubble-and-squeak-636
83483,983,ploughman's-lunch-261
229373,171,steak-and-ale-pie-861
76537,857,bubble-and-squeak-418
269013,793,fish-and-chips-334
102779,416,ploughman's-lunch-785
185203,689,ploughman's-lunch-550
144908,843,steak-and-ale-pie-527
42015,142,bubble-and-squeak-480
205583,588,bubble-and-squeak-787
180969,207,fish-and-chips-868
82258,29,cottage-pie-863
142825,22,poitin-941
268837,284,poitin-341
73455,478,steak-and-ale-pie-803
5145,729,fish-and-chips-77
296894,903,steak-and-ale-pie-180
75200,859,fish-and-chips-710
254568,744,cottage-pie-132
250440,399,fish-and-chips-668
241846,320,poitin-651
237375,215,cottage-pie-877
39880,91,bubble-and-squeak-650
166840,273,bubble-and-squeak-377
297904,654,cottage-pie-193
203435,902,poitin-786
245503,266,bubble-and-squeak-876
48437,613,poitin-790
220493,933,ploughman's-lunch-254
254966,213,steak-and-ale-pie-529
76625,312,steak-and-ale-pie-177
164574,834,cottage-pie-473
22568,420,fish-and-chips-356
229625,987,cottage-pie-677
251057,731,fish-and-chips-579
10415,928,ploughman's-lunch-530
156210,801,poitin-90
262102,351,ploughman's-lunch-801
65633,554,bubble-and-squeak-152
252610,369,steak-and-ale-pie-805
45429,747,bubble-and-squeak-539
250823,150,fish-and-chips-516
193183,841,fish-and-chips-734
170602,92,ploughman's-lunch-773
235223,173,poitin-792
294010,607,bubble-and-squeak-262
105272,543,poitin-790
75137,766,fish-and-chips-191
37568,948,ploughman's-lunch-989
234846,392,cottage-pie-407
231504,976,ploughman's-lunch-661
216670,661,fish-and-chips-380
158716,930,poitin-696
15484,329,poitin-687
220021,25,bubble-and-squeak-637
80894,395,cottage-pie-844
287849,522,cottage-pie-373
71077,253,fish-and-chips-115
160647,845,steak-and-ale-pie-333
197029,826,fish-and-chips-525
212188,551,bubble-and-squeak-456
71655,234,bubble-and-squeak-774
187783,770,fish-and-chips-602
283627,308,ploughman's-lunch-722
120009,966,ploughman's-lunch-910
208052,54,fish-and-chips-92
31764,63,poitin-19
259528,389,steak-and-ale-pie-213
43981,519,cottage-pie-695
24976,842,ploughman's-lunch-409
104174,681,poitin-770
28517,254,poitin-126
24924,125,steak-and-ale-pie-564
54986,916,bubble-and-squeak-446
239564,48,poitin-501
186385,95,ploughman's-lunch-790
243688,457,poitin-167
108257,704,poitin-144
270826,370,cottage-pie-441
31050,952,bubble-and-squeak-43
273118,207,bubble-and-squeak-584
257510,409,steak-and-ale-pie-875
73330,120,bubble-and-squeak-705
12548,942,ploughman's-lunch-96
134575,598,fish-and-chips-891
217570,235,bubble-and-squeak-370
137967,637,cottage-pie-805
204673,883,steak-and-ale-pie-726
163937,405,bubble-and-squeak-7
10860,795,bubble-and-squeak-623
63579,781,cottage-pie-699
214192,779,poitin-144
110756,263,cottage-pie-935
217063,182,bubble-and-squeak-680
211686,995,ploughman's-lunch-412
7411,175,cottage-pie-564
49388,654,fish-and-chips-666
5216,592,steak-and-ale-pie-815
112568,139,poitin-28
263838,504,bubble-and-squeak-352
242740,453,cottage-pie-72
34226,328,bubble-and-squeak-852
104459,546,ploughman's-lunch-887
113978,285,cottage-pie-757
36554,170,steak-and-ale-pie-707
34637,62,fish-and-chips-36
89544,341,bubble-and-squeak-518
82227,812,poitin-652
283809,769,poitin-212
249085,20,ploughman's-lunch-773
43811,677,poitin-208
120616,81,ploughman's-lunch-957
40793,810,fish-and-chips-108
1006,284,ploughman's-lunch-385
141396,538,poitin-795
159360,778,fish-and-chips-377
102449,154,cottage-pie-348
73805,11,steak-and-ale-pie-104
283246,584,steak-and-ale-pie-364
150773,599,steak-and-ale-pie-497
202988,885,fish-and-chips-762
279819,469,bubble-and-squeak-431
183052,118,steak-and-ale-pie-92
258496,275,steak-and-ale-pie-479
182977,588,ploughman's-lunch-64
109986,410,bubble-and-squeak-588
127847,1,ploughman's-lunch-629
260425,423,bubble-and-squeak-648
183563,911,bubble-and-squeak-401
256107,884,cottage-pie-589
232846,183,ploughman's-lunch-108
16945,254,cottage-pie-574
180584,746,fish-and-chips-965
100374,685,bubble-and-squeak-843
150429,982,cottage-pie-691
203810,505,cottage-pie-727
115179,178,bubble-and-squeak-668
101630,362,steak-and-ale-pie-93
64264,336,ploughman's-lunch-677
260397,271,bubble-and-squeak-155
202417,802,fish-and-chips-13
210513,131,steak-and-ale-pie-274
298376,946,poitin-770
254042,11,cottage-pie-230
237918,173,steak-and-ale-pie-600
128912,868,steak-and-ale-pie-867
88787,387,cottage-pie-539
168495,668,cottage-pie-650
156927,768,cottage-pie-312
58770,894,ploughman's-lunch-800
218383,436,steak-and-ale-pie-215
294465,921,ploughman's-lunch-386
206416,323,poitin-317
256660,221,poitin-110
66438,347,fish-and-chips-503
44344,24,poitin-112
117922,70,bubble-and-squeak-76
259167,585,bubble-and-squeak-564
171944,705,bubble-and-squeak-342
225133,473,bubble-and-squeak-286
159022,540,ploughman's-lunch-653
243190,386,steak-and-ale-pie-368
183611,295,bubble-and-squeak-454
154750,668,ploughman's-lunch-195
204488,259,bubble-and-squeak-92
63361,826,cottage-pie-452
250141,799,ploughman's-lunch-739
135062,568,poitin-605
292332,646,cottage-pie-604
92282,510,ploughman's-lunch-324
164072,555,ploughman's-lunch-205
193532,260,bubble-and-squeak-501
78098,975,bubble-and-squeak-409
220859,840,fish-and-chips-321
249513,434,steak-and-ale-pie-184
150715,823,bubble-and-squeak-255
60093,715,steak-and-ale-pie-692
84254,10,cottage-pie-380
283942,984,steak-and-ale-pie-365
51769,481,bubble-and-squeak-155
60504,28,cottage-pie-851
210277,816,poitin-714
94626,472,steak-and-ale-pie-572
229955,379,bubble-and-squeak-826
78381,822,ploughman's-lunch-347
195024,170,cottage-pie-275
286238,311,fish-and-chips-924
270191,686,ploughman's-lunch-817
255624,705,fish-and-chips-958
230535,723,bubble-and-squeak-698
90397,865,bubble-and-squeak-734
85688,284,poitin-1000
290663,434,fish-and-chips-536
272251,683,steak-and-ale-pie-803
108070,751,poitin-179
52275,903,bubble-and-squeak-684
42774,774,cottage-pie-189
286025,832,cottage-pie-10
222272,27,poitin-985
220221,92,poitin-677
238582,484,bubble-and-squeak-592
218232,946,bubble-and-squeak-54
57680,520,bubble-and-squeak-560
239083,151,fish-and-chips-570
45388,434,ploughman's-lunch-622
146041,966,cottage-pie-988
247652,239,steak-and-ale-pie-636
90799,385,poitin-164
271795,4,ploughman's-lunch-209
213301,642,cottage-pie-168
257879,233,fish-and-chips-759
21443,965,fish-and-chips-33
73958,902,poitin-30
13928,989,cottage-pie-280
24368,440,poitin-750
292481,711,ploughman's-lunch-44
279603,328,cottage-pie-35
126559,748,poitin-161
